ID_response,ID_study,tax_man,fd_ch_trt,tax_man_pres,tax_man_cnt,tax_man_cnt_unit,tax_man_biom,tax_man_biom_unit,tax_man_div,tax_man_div_unit,tax_resp,tax_resp_mn,tax_resp_sd,tax_resp_reps,tax_resp_cat,tax_resp_typ,tax_resp_unit,repeat_meas,n_add,p_add,other1_add,other2_add,lightman,n_rate,p_rate,other_rate,other2_rate,light_rate,other1_typ,other2_typ,elements,fert_unit,Source,note_resp
4229,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,23.15789474,.,1,biomass,AFDM,g/m2,.,0,0,0,0,1,0,.,.,.,115.357,.,.,light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4230,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,23.15789474,.,.,biomass,AFDM,g/m2,.,0,0,0,0,1,0,.,.,.,115.357,.,.,light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4231,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,25.26315789,.,.,biomass,AFDM,g/m2,.,1,0,0,0,1,14.28571429,.,.,.,115.357,.,.,Ca NO Light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4232,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,28.42105263,.,1,biomass,AFDM,g/m2,.,1,0,0,0,1,14.28571429,.,.,.,115.357,.,.,Ca NO Light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4233,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,1.017241379,.,.,diversity,index,Shannon,.,0,0,0,0,0,0,.,.,.,.,.,.,.,.,Fig5,11-15: no replication; light units: micromol/m2/s
4234,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.131034483,.,.,diversity,index,Shannon,.,0,0,0,0,0,0,.,.,.,.,.,.,.,.,Fig5,11-15: no replication; light units: micromol/m2/s
4235,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,1.210526316,.,.,diversity,index,Shannon,.,1,0,0,0,1,14.28571429,.,.,.,115.357,.,.,Ca NO Light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4236,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.315789474,.,.,diversity,index,Shannon,.,1,0,0,0,1,14.28571429,.,.,.,115.357,.,.,Ca NO Light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4237,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.905263158,.,.,diversity,index,Shannon,.,0,0,0,0,1,0,.,.,.,115.357,.,.,light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4238,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,2.052631579,.,.,diversity,index,Shannon,.,0,0,0,0,1,0,.,.,.,115.357,.,.,light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4239,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,2.394366197,.,.,biomass,NPP,microg O2 per m2 und d,.,0,0,0,0,0,0,.,.,.,.,.,.,.,.,Fig5,11-15: no replication; light units: micromol/m2/s
4240,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,2.816901408,.,.,biomass,NPP,microg O2 per m2 und d,.,0,0,0,0,0,0,.,.,.,.,.,.,.,.,Fig5,11-15: no replication; light units: micromol/m2/s
4241,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,5.070422535,.,.,biomass,NPP,microg O2 per m2 und d,.,0,0,0,0,1,0,.,.,.,115.357,.,.,light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4242,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,5.633802817,.,.,biomass,NPP,microg O2 per m2 und d,.,0,0,0,0,1,0,.,.,.,115.357,.,.,light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4243,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,6.338028169,.,.,biomass,NPP,microg O2 per m2 und d,.,1,0,0,0,1,14.28571429,.,.,.,115.357,.,.,Ca NO Light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4244,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,6.478873239,.,.,biomass,NPP,microg O2 per m2 und d,.,1,0,0,0,1,14.28571429,.,.,.,115.357,.,.,Ca NO Light,.,Fig5,11-15: no replication; light units: micromol/m2/s
4245,HLH193,Bittium,2,1,12500,no/m2,25000,mg/m2,1,richness,epiphytes,0.035,0.021,12,biomass,biomass,g/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4246,HLH193,Bittium,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,0.094,0.018,12,biomass,biomass,g/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4247,HLH194,Goniobiasis,2,1,287.6712301,no/m2,4200,mg/m2,1,richness,periphyton,0.14,0.031622777,10,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table1,.
4248,HLH194,Goniobiasis,2,1,205.4794501,no/m2,3000,mg/m2,1,richness,periphyton,0.21,0.063245553,10,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table1,.
4249,HLH194,Goniobiasis,2,1,143.835615,no/m2,2100,mg/m2,1,richness,periphyton,0.26,0.09486833,10,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table1,.
4250,HLH194,Goniobiasis,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,2.5,1.014889157,3,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table1,.
4251,HLH194,Goniobiasis,2,1,287.6712301,no/m2,4200,mg/m2,1,richness,periphyton,0.9,0.316227766,10,biomass,NPP,mgC/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table1,.
4252,HLH194,Goniobiasis,2,1,205.4794501,no/m2,3000,mg/m2,1,richness,periphyton,1.2,0.632455532,10,biomass,NPP,mgC/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table1,.
4253,HLH194,Goniobiasis,2,1,143.835615,no/m2,2100,mg/m2,1,richness,periphyton,2.9,1.58113883,10,biomass,NPP,mgC/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table1,.
4254,HLH194,Goniobiasis,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,25.4,13.59779394,10,biomass,NPP,mgC/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table1,.
4255,HLH195,grazer,2,1,137,no/m2,851.325,mg/m2,2,richness,periphyton,0.12,0.144249783,8,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4256,HLH195,Physella,2,1,24,no/m2,181.8,mg/m2,1,richness,periphyton,0.165,0.22627417,8,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4257,HLH195,Bufo,2,1,113,no/m2,669.525,mg/m2,1,richness,periphyton,0.2,0.144249783,8,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4258,HLH195,Physella,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.36,0.933380951,8,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4259,HLH195,Physella,2,1,24,no/m2,181.8,mg/m2,1,richness,periphyton,1.249,0.28567114,8,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4260,HLH195,Bufo,2,1,113,no/m2,669.525,mg/m2,1,richness,periphyton,1.301,0.1668772,8,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4261,HLH195,Physella,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.327,0.313955411,8,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4262,HLH195,grazer,2,1,137,no/m2,851.325,mg/m2,2,richness,periphyton,1.381,0.390322943,8,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4263,HLH195,Bufo,2,1,113,no/m2,669.525,mg/m2,1,richness,periphyton,118.9,65.05382387,8,biomass,NPP,mg O2/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4264,HLH195,benthic invertebrates,2,1,137,no/m2,851.325,mg/m2,2,richness,periphyton,134,53.74011537,8,biomass,NPP,mg O2/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4265,HLH195,Physella,2,1,24,no/m2,181.8,mg/m2,1,richness,periphyton,152.2,43.84062043,8,biomass,NPP,mg O2/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4266,HLH195,Physella,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,162.3,104.3689609,8,biomass,NPP,mg O2/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4267,HLH196,benthic invertebrates,2,1,.,no/m2,9178.75,mg/m2,2,richness,periphyton,0.605,0.277185858,2,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4268,HLH196,Physella,2,1,.,no/m2,596.4285714,mg/m2,1,richness,periphyton,0.964,0.992050738,7,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4269,HLH196,Physella,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.61925,0.325899141,4,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4270,HLH196,Bufo,2,1,.,no/m2,3125,mg/m2,1,richness,periphyton,4.569333333,1.316158932,3,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4271,HLH197,Elimia,2,1,970,no/m2,14162,mg/m2,1,richness,periphyton,0.7,0.056568542,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,1,.,.,.,.,500,.,.,light,micromol/m2/s,Table2,.
4272,HLH197,Elimia,2,1,970,no/m2,14162,mg/m2,1,richness,periphyton,0.71,0.070710678,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4273,HLH197,Elimia,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.35,0.155563492,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4274,HLH197,Elimia,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.91,0.367695526,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,1,.,.,.,.,500,.,.,light,micromol/m2/s,Table2,.
4275,HLH197,Elimia,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.2,0.056568542,2,biomass,NPP,microg C/cm2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4276,HLH197,Elimia,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.34,0.014142136,2,biomass,NPP,microg C/cm2/h,.,0,0,0,0,1,.,.,.,.,500,.,.,light,micromol/m2/s,Table2,.
4277,HLH197,Elimia,2,1,970,no/m2,14162,mg/m2,1,richness,periphyton,0.48,0.084852814,2,biomass,NPP,microg C/cm2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4278,HLH197,Elimia,2,1,970,no/m2,14162,mg/m2,1,richness,periphyton,1.48,0.721248917,2,biomass,NPP,microg C/cm2/h,.,0,0,0,0,1,.,.,.,.,500,.,.,light,micromol/m2/s,Table2,.
4279,HLH198,Campostoma,2,1,1.825,no/m2,13687.5,mg/m2,1,richness,periphyton,14.90909091,5.090909091,4,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4280,HLH198,Campostoma,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,38.18181818,9.454545455,4,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4281,HLH198,Campostoma,2,1,1.825,no/m2,13687.5,mg/m2,1,richness,periphyton,11.73333333,1.6,4,nutrient status,tissue nutrients,C:N molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4282,HLH198,Campostoma,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,13.33333333,1.866666667,4,nutrient status,tissue nutrients,C:N molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4283,HLH198,Campostoma,2,1,1.825,no/m2,13687.5,mg/m2,1,richness,periphyton,270.9090909,87.27272727,4,biomass,NPP,mg/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4284,HLH198,Campostoma,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,343.6363636,72.72727273,4,biomass,NPP,mg/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4285,HLH199,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,1.973684211,4.934210526,9,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4286,HLH199,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,3.289473684,2.848767776,3,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4287,HLH199,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,27.96052632,14.24383888,3,biomass,AFDM,g/m2,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4288,HLH199,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,29.60526316,9.868421053,9,biomass,AFDM,g/m2,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4289,HLH199,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,52.63157895,8.881578947,9,biomass,AFDM,g/m2,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4290,HLH199,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,80.59210526,19.94137443,3,biomass,AFDM,g/m2,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4291,HLH199,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,19.73684211,49.34210526,9,biomass,NPP,mg/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4292,HLH199,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,98.68421053,28.48767776,3,biomass,NPP,mg/m2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4293,HLH199,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,203.9473684,56.97535551,3,biomass,NPP,mg/m2/h,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4294,HLH199,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,302.6315789,108.5526316,9,biomass,NPP,mg/m2/h,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4295,HLH199,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,312.5,98.68421053,9,biomass,NPP,mg/m2/h,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4296,HLH199,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,467.1052632,136.7408532,3,biomass,NPP,mg/m2/h,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4297,HLH200,Helicopsyche,2,1,4600,no/m2,3818,mg/m2,1,richness,periphyton,0.19,0.068556546,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4298,HLH200,Helicopsyche,2,1,2300,no/m2,1909,mg/m2,1,richness,periphyton,0.246,0.055946403,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4299,HLH200,Helicopsyche,2,1,1100,no/m2,913,mg/m2,1,richness,periphyton,0.424,0.193984535,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4300,HLH200,Helicopsyche,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.244,0.66834123,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4301,HLH200,Helicopsyche,2,1,300,no/m2,249,mg/m2,1,richness,periphyton,1.366,0.468540286,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4302,HLH201,Dicosmoecus,2,1,41,no/m2,1250,mg/m2,1,richness,periphyton,37,7,6,biomass,chlorophyll,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4303,HLH201,Dicosmoecus,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,141.4750958,47,6,biomass,chlorophyll,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4304,HLH201,Dicosmoecus,2,1,41,no/m2,1250,mg/m2,1,richness,periphyton,11.8,5.4,5,biomass,NPP,microg O2/cm2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4305,HLH201,Dicosmoecus,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,48,7.5,5,biomass,NPP,microg O2/cm2/h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4306,HLH202,Nixe,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,33.6,4.515625,6,biomass,chlorophyll,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4307,HLH202,Nixe,2,1,250,no/m2,750,mg/m2,1,richness,periphyton,34.66666667,4.760204082,6,biomass,chlorophyll,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4308,HLH203,benthic invertebrates,2,1,3876,no/m2,34884,mg/m2,.,richness,periphyton,0.28,0.626099034,5,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table6,.
4309,HLH203,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,3.68,2.582658514,5,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table6,.
4310,HLH204,benthic invertebrates,2,1,796,no/m2,7164,mg/m2,.,richness,periphyton,0.3,0.24,4,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table6,.
4311,HLH204,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.94,0.36,4,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table6,.
4312,HLH205,Caprella,2,1,320,no/m2,384,mg/m2,1,richness,epiphytes,3.968253968,0.972019739,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4313,HLH205,Jassa,2,1,320,no/m2,384,mg/m2,1,richness,epiphytes,27.77777778,19.44039478,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4314,HLH205,Ampithoe,2,1,32,no/m2,20.8,mg/m2,1,richness,epiphytes,38.49206349,6.804138174,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4315,HLH205,Ericthonius,2,1,64,no/m2,76.8,mg/m2,1,richness,epiphytes,48.41269841,14.58029609,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4316,HLH205,Ampithoe,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,69.44444444,36.93675009,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4317,HLH206,Caprella,2,1,320,no/m2,384,mg/m2,1,richness,epiphytes,66.66666667,39.19183588,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4318,HLH206,Jassa,2,1,320,no/m2,384,mg/m2,1,richness,epiphytes,180,32.65986324,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4319,HLH206,Ericthonius,2,1,64,no/m2,76.8,mg/m2,1,richness,epiphytes,260,9.797958971,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4320,HLH206,Ampithoe,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,262.6666667,163.2993162,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4321,HLH206,Ampithoe,2,1,32,no/m2,20.8,mg/m2,1,richness,epiphytes,266.6666667,42.45782221,6,biomass,biomass,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig4,.
4322,HLH207,Limnephilus,2,1,128.5714286,no/m2,1028.571429,mg/m2,1,richness,periphyton,0.181034483,0.030172414,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4323,HLH207,Limnephilus,2,1,57.14285714,no/m2,457.1428571,mg/m2,1,richness,periphyton,0.663793103,0.265517241,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4324,HLH207,Limnephilus,2,1,14.28571429,no/m2,114.2857143,mg/m2,1,richness,periphyton,1.50862069,0.434482759,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4325,HLH207,Limnephilus,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,2.474137931,0.362068966,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4326,HLH207,Limnephilus,2,1,128.5714286,no/m2,1028.571429,mg/m2,1,richness,periphyton,535.0724638,82.89855072,2,nutrient status,tissue nutrients,C:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4327,HLH207,Limnephilus,2,1,57.14285714,no/m2,457.1428571,mg/m2,1,richness,periphyton,715.942029,86.66666667,2,nutrient status,tissue nutrients,C:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4328,HLH207,Limnephilus,2,1,14.28571429,no/m2,114.2857143,mg/m2,1,richness,periphyton,772.4637681,180.8695652,2,nutrient status,tissue nutrients,C:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4329,HLH207,Limnephilus,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1205.797101,86.66666667,2,nutrient status,tissue nutrients,C:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,.
4330,HLH208,benthic invertebrates,2,1,1733.333333,no/m2,15600,mg/m2,10,richness,epiphytes,0.088235294,0.362068966,6,biomass,biomass,Weight /host weight,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4331,HLH208,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,0.125735294,0.362068966,6,biomass,biomass,Weight /host weight,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4332,HLH209,Lacuna,2,1,10000,no/m2,140000,mg/m2,1,richness,epiphytes,1.09,1.64,20,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4333,HLH209,Lacuna,2,1,5000,no/m2,70000,mg/m2,1,richness,epiphytes,6.04,8.23,20,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4334,HLH209,Lacuna,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,16.2,12.7,20,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4335,HLH209,Lacuna,2,1,10000,no/m2,140000,mg/m2,1,richness,epiphytes,0.0242,0.0287,20,biomass,NPP,mg O2 cm-2 h-1,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4336,HLH209,Lacuna,2,1,5000,no/m2,70000,mg/m2,1,richness,epiphytes,0.0745,0.0741,20,biomass,NPP,mg O2 cm-2 h-1,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4337,HLH209,Lacuna,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,0.166,0.133,20,biomass,NPP,mg O2 cm-2 h-1,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2,.
4338,HLH210,Lymnaea,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,0.672917788,.,.,diversity,evenness,Pielou,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4339,HLH210,gastropods,2,1,424.425699,no/m2,5941.959786,mg/m2,7,richness,epiphytes,0.685172461,.,.,diversity,evenness,Pielou,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4340,HLH210,Lymnaea,2,1,84.8851398,no/m2,1188.391957,mg/m2,1,richness,epiphytes,0.687031586,.,.,diversity,evenness,Pielou,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4341,HLH210,Planorbis,2,1,113.1801864,no/m2,1584.52261,mg/m2,1,richness,epiphytes,0.754785589,.,.,diversity,evenness,Pielou,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4342,HLH210,Lymnaea,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,1.42,0.22,10,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4343,HLH210,Lymnaea,2,1,84.8851398,no/m2,1188.391957,mg/m2,1,richness,epiphytes,1.42,0.25,10,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4344,HLH210,gastropods,2,1,424.425699,no/m2,5941.959786,mg/m2,7,richness,epiphytes,1.45,0.44,10,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4345,HLH210,Planorbis,2,1,113.1801864,no/m2,1584.52261,mg/m2,1,richness,epiphytes,1.65,0.22,10,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4346,HLH210,Lymnaea,2,1,84.8851398,no/m2,1188.391957,mg/m2,1,richness,epiphytes,7.9,2.38,10,diversity,richness,S,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4347,HLH210,Lymnaea,1,0,0,no/m2,0,mg/m2,0,richness,epiphytes,8.25,1.67,10,diversity,richness,S,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4348,HLH210,gastropods,2,1,424.425699,no/m2,5941.959786,mg/m2,7,richness,epiphytes,8.3,2.5,10,diversity,richness,S,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
4349,HLH210,Planorbis,2,1,113.1801864,no/m2,1584.52261,mg/m2,1,richness,epiphytes,8.9,1.66,10,diversity,richness,S,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3b,.
