Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Chla_Instrument,Chla_Extraction,Chla_Acidification,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N Tstat,N Pval 1Tail,N Lim,N Pval 2Tail,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P Tstat,P Pval 1Tail,P Lim,P Pval 2Tail,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP Tstat,NP Pval 1Tail,NP Lim,NP Pval 2Tail,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Marcarelli 2007,Yes,Web of Science 1st Searches,YB Out,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,41,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,30,,,D,Dsb,2143,0.21,0.68,,1.02,,,,70,,18.6,,,,,13.4,,0.064,,7,9.6,4,1,1.732050808,3,8,1,1.732050808,3,-2.828427124,0.023710328,Yes,0.047420656,0.693147181,0.078125,12,1,1.732050808,3,-5.656854248,0.002406339,Yes,0.004812678,1.098612289,0.069444444,48,6,10.39230485,3,-7.233555438,0.000968972,Yes,0.001937944,2.48490665,0.078125,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Agar replaced halfway through; Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Out 2,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2106,0.21,0.31,,0.45,,,,42,,17.3,,,,,2.8,,0.154,,11,14.3,19,3,5.196152423,3,25,7,12.12435565,3,-0.787838597,0.237426866,No,0.474853732,0.274436846,0.103330748,34,6,10.39230485,3,-2.236067977,0.044504671,Yes,0.089009343,0.581921545,0.056072616,180,28,48.49742261,3,-5.717277635,0.002315266,Yes,0.004630532,2.248517872,0.049128279,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,YB McD In,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,41,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,30,,,D,Dsb,2164,0.21,0.38,,0.57,,,,0,,12.3,,,,,52.8,,0.068,,9,8,14,2,4.472135955,5,10,1,2.236067977,5,1.788854382,0.055717145,No,0.111434289,-0.336472237,0.030408163,23,7,15.65247584,5,-1.236245076,0.125715499,No,0.251430999,0.496436886,0.113035763,155,50,111.8033989,5,-2.817746703,0.011286038,Yes,0.022572077,2.404367787,0.124466436,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Agar replaced halfway through; Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,YB Toxaway Out,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,41,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,30,,,D,Dsb,2536,0.21,0.42,,0.84,,,,28,,17.1,,,,,67.8,,0.073,,6,12.1,13,5,11.18033989,5,15,2,4,4,-0.371390676,0.36066629,No,0.721332581,0.143100844,0.165706772,17,5,8.660254038,3,-0.565685425,0.296058664,No,0.592117328,0.268263987,0.234434184,38,9,20.1246118,5,-2.428214656,0.02065858,Yes,0.041317161,1.072636802,0.204023177,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Agar replaced halfway through; Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,YB Farley In,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,41,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,30,,,D,Dsb,2362,0.21,0.76,,2.09,,,,24,,12.6,,,,,60.5,,0.082,,6,14.9,10,3,6,4,5,1,1.732050808,3,1.58113883,0.087343907,No,0.174687814,-0.693147181,0.13,33,13,26,4,-1.723922885,0.067744017,No,0.135488033,1.193922468,0.245188246,55,19,38,4,-2.339438602,0.028944186,Yes,0.057888371,1.704748092,0.209338843,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Agar replaced halfway through; Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Out 4,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2100,0.21,0.72,,0.46,,,,9,,14.7,,,,,9.6,,0.096,,11,9.2,13,3,4.242640687,2,24,5,10,4,-1.886484437,0.066143243,No,0.132286486,0.613104473,0.096657216,65,5,8.660254038,3,-8.917926427,0.00148707,Yes,0.002974141,1.609437912,0.059171598,120,37,64.08587988,3,-2.882432653,0.031701507,Yes,0.063403013,2.222542385,0.148323882,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,YB Toxaway N,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,41,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,30,,,D,Dsb,1550,0.21,0.17,,0.07,,,,30,,9,,,,,167.1,,0.135,,7,18.1,25,3,6,4,12,2,3.464101615,3,3.605551276,0.007726311,No,0.015452621,-0.733969175,0.042177778,42,5,10,4,-2.915475947,0.013394318,Yes,0.026788637,0.518793793,0.028572336,34,6,10.39230485,3,-1.341640786,0.118709655,No,0.23741931,0.3074847,0.045541869,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Agar replaced halfway through; Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,YB Toxaway Above,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,41,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,30,,,D,Dsb,2670,0.21,0.2,,0.12,,,,5,,13,,,,,74.5,,0.206,,20,10.5,4,1,1.414213562,2,5,0.01,0.01,2,-0.999975001,0.211329676,No,0.422659353,0.223143551,0.062502,14,9,12.72792206,2,-1.104315261,0.192271273,No,0.384542545,1.252762968,0.475765306,32,23,32.52691193,2,-1.21624228,0.173977497,No,0.347954994,2.079441542,0.579101563,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Agar replaced halfway through; Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,ST Outlet,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Fluorometer,95% Ethanol,No,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,45,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,39,,,D,Dsb,1981,0.21,0.52,,1.3,,,,58,,15.9,,,,,2.4,,0.29,,8,36.1,8,5,8.660254038,3,14,9,15.58845727,3,-0.582771517,0.295659816,No,0.591319632,0.559615788,0.803890306,11,6,10.39230485,3,-0.38411064,0.360221059,No,0.720442119,0.318453731,0.688145661,,,,,,,,,,,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Agar replaced halfway through; Some sites are closer than 1km; depth is averaged from a provided range,
Matlock 1998,Yes,Web of Science 1st Searches,Battle Creek Mat 98,Oklahoma,Eastern Temperate Forests,Matlock 1999 Reference,"35.57'15""",35.954167,36,-94,NA,Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,6,14,,0.0026,NaNO3,0.00065,Na2HPO4,Randomized Block,1994,Winter,December,NA,,22,,,C,Cfa,,0.3,,,,,"Pasture, Forest",,,,,,,,,,,,,,,14.6,2.898562862,7.1,6,12.9,0.347011047,0.85,6,0.58233921,0.286616449,No,0.573232898,-0.123794217,0.040138451,71.2,1.090022936,2.67,6,-18.27726795,2.58E-09,Yes,5.17E-09,1.58447129,0.039649212,,,,,,,,,,,No,Yes,No,No,No,Paper was intended to test Matlock periphytometer proof-of-concept,,
Matlock 1999,Yes,Web of Science 1st Searches,MB-060,Texas,Great Plains,Map,,,,,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,14,,0.0035,NaNO3,0.00011,Na2HPO4,Randomized Block,1997,Summer,July,3,Small,310,"Gravel, cobble, boulder",Mixed,C,Cfa,,1,,,,,,,,Open,,,,,,1505.112,,0.64,15,60,,4.7,0.632455532,2,10,5.2,0.266666667,0.8,9,-0.728464397,0.238122604,No,0.476245208,0.101096117,0.02073759,9,1.066666667,3.2,9,-3.467541482,0.001472028,Yes,0.002944057,0.649662069,0.03215438,58.7,6.103195884,19.3,10,-8.800696357,3.07E-08,Yes,6.14E-08,2.524877218,0.028918058,No,Yes,Eutrophication gradient,No,Yes,Protected from grazers; Wanted to develop a lotic ecosystem trophic status index,Nitrate seems high; converted from nitrate-nitrogen to nitrate ; converted sd to SE,
Matlock 1999,Yes,Web of Science 1st Searches,NC-060,Texas,Great Plains,Map,,,,,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,14,,0.0035,NaNO3,0.00011,Na2HPO4,Randomized Block,1997,Summer,July,NA,,,"Gravel, cobble, boulder",Mixed,C,Cfa,,1,,,,,,,,,,,,,,1682.184,,0.605,20,40,,4.8,0.442718872,1.4,10,5.9,0.537587202,1.7,10,-1.579507949,0.065815846,No,0.131631692,0.206336433,0.016809156,27,3.866666667,11.6,9,-5.704112323,1.29E-05,Yes,2.58E-05,1.727220948,0.029016013,26.7,2.593067681,8.2,10,-8.325130838,6.92E-08,Yes,1.38E-07,1.716047647,0.017938975,No,Yes,Eutrophication gradient,No,Yes,Protected from grazers; Wanted to develop a lotic ecosystem trophic status index,Nitrate seems high; converted from nitrate-nitrogen to nitrate ; converted sd to SE,
Matlock 1999,Yes,Web of Science 1st Searches,BO-090,Texas,Great Plains,Map,,,,,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,14,,0.0035,NaNO3,0.00011,Na2HPO4,Randomized Block,1997,Summer,July,4,Large,2540,,,C,Cfa,,1,,,,,,,,,,,,,,177.072,,1.09,25,160,,17.3,1.39846855,3.7,7,20.8,1.699411663,3.8,5,-1.590298999,0.071425794,No,0.142851588,0.184246485,0.013209808,24.9,1.7,5.1,9,-3.452507975,0.001942611,Yes,0.003885221,0.364161302,0.011195728,57.3,4.808326112,13.6,8,-7.987913162,1.14E-06,Yes,2.27E-06,1.197594122,0.01357623,No,Yes,Eutrophication gradient,No,Yes,Protected from grazers; Wanted to develop a lotic ecosystem trophic status index,Nitrate seems high; converted from nitrate-nitrogen to nitrate ; converted sd to SE,
Matlock 1999,Yes,Web of Science 1st Searches,BO-040,Texas,Great Plains,Map,,,,,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,14,,0.0035,NaNO3,0.00011,Na2HPO4,Randomized Block,1997,Summer,July,4,Large,,,,C,Cfa,,1,,,,,,,,Open,,,,,,7370.622,,3.185,580,590,,45.8,2.719558788,8.6,10,51,5.091267033,16.1,10,-0.900887164,0.18977218,No,0.379544361,0.107541542,0.01349165,62.2,6.366666667,19.1,9,-2.368853048,0.014975896,Yes,0.029951791,0.306070909,0.014003024,51.9,5.881836448,18.6,10,-0.94134009,0.179496757,No,0.358993514,0.125034699,0.016369597,No,Yes,Eutrophication gradient,No,Yes,Protected from grazers; Wanted to develop a lotic ecosystem trophic status index,Nitrate seems high; converted from nitrate-nitrogen to nitrate ; converted sd to SE,
Matlock 1999,Yes,Web of Science 1st Searches,BO-020,Texas,Great Plains,Map,,,,,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,14,,0.0035,NaNO3,0.00011,Na2HPO4,Randomized Block,1997,Summer,July,3,Small,,,,C,Cfa,,1,,,,,,,,Closed,,,,,,10026.702,,4.115,280,340,,8.8,1.897366596,6,10,9.5,1.201665511,3.8,10,-0.311681124,0.37943205,No,0.758864101,0.076540077,0.062487603,10.6,1.766666667,5.3,9,-0.694307677,0.248434449,No,0.496868898,0.18610228,0.074265381,9.8,1.67600716,5.3,10,-0.395007066,0.348739696,No,0.697479391,0.107630664,0.075735833,No,Yes,Eutrophication gradient,No,Yes,Protected from grazers; Wanted to develop a lotic ecosystem trophic status index,Nitrate seems high; converted from nitrate-nitrogen to nitrate ; converted sd to SE,
Matlock 1999b,Yes,Science Direct ,Peacheater,Oklahoma,Eastern Temperate Forests,Map,"35.57'15""",35.954167,36,-94,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,6,14,,0.0049,NaNO3,0.0026,Na2HPO4,Randomized Block,1995,Spring,April,NA,,6.6,,,C,Cfa,,0.3,,,,,Pasture  ,Forest,,,,,,,,,,,,,,5.1,0.938971068,2.3,6,10.5,1.71464282,4.2,6,-2.762277829,0.010025631,Yes,0.020051262,0.722134717,0.060563886,13.8,1.796292478,4.4,6,-4.292263903,0.000790283,Yes,0.001580565,0.995428052,0.050840438,16.1,2.939387691,7.2,6,-3.564808448,0.002569975,Yes,0.00513995,1.149578732,0.067229266,No,Yes,"Land use (site), season ",No,No,Interested in effects of land use and season on productivity ,Converted sd to SE,
Matlock 1999b,Yes,Science Direct ,Tyner,Oklahoma,Eastern Temperate Forests,Map,"36.12'45""",36.2125,36,-94,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,6,14,,0.0049,NaNO3,0.0026,Na2HPO4,Randomized Block,1995,Fall,September,NA,,6.4,,,C,Cfa,,0.3,,,,,Pasture  ,Forest,,,,,,,,,,,,,,5.5,0.775671752,1.9,6,10.9,1.796292478,4.4,6,-2.759871663,0.010067115,Yes,0.02013423,0.684014697,0.047048015,10.6,0.816496581,2,6,-4.528490624,0.000546966,Yes,0.001093931,0.656105909,0.025823117,10.1,1.073312629,2.4,5,-3.473636009,0.003504242,Yes,0.007008484,0.607787332,0.031182818,No,Yes,"Land use (site), season ",No,No,Interested in effects of land use and season on productivity ,Converted sd to SE,
Matlock 1999b,Yes,Science Direct ,Battle Creek Mat 99,Oklahoma,Eastern Temperate Forests,Map,"35.57'15""",35.954167,36,-94,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,6,14,,0.0049,NaNO3,0.0026,Na2HPO4,Randomized Block,1995,Spring,April,NA,,2.2,,,C,Cfa,,0.3,,,,,Pasture  ,Forest,,,,,,,,,,,,,,10.5,1.224744871,3,6,11.6,2.862167011,6.4,5,-0.353334449,0.365986366,No,0.731972731,0.099629841,0.074485347,,,,,,,,,,,16.7,2.683281573,6,5,-2.101996861,0.032453798,Yes,0.064907595,0.464033462,0.039422072,No,Yes,"Land use (site), season ",No,No,Interested in effects of land use and season on productivity ,Converted sd to SE,
Matlock 1999b,Yes,Science Direct ,Battle Creek Mat 99,Oklahoma,Eastern Temperate Forests,Map,"35.57'15""",35.954167,36,-94,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,6,14,,0.0049,NaNO3,0.0026,Na2HPO4,Randomized Block,1995,Fall,September,NA,,2.2,,,C,Cfa,,0.3,,,,,Pasture  ,Forest,,,,,,,,,,,,,,2.8,0.85,1.7,4,3.3,0.25,0.5,4,-0.564332648,0.296490506,No,0.592981013,0.164303051,0.097894823,2.4,1.838477631,2.6,2,0.197485719,0.426538482,No,0.853076965,-0.15415068,0.678961168,6.3,1.8,3.6,4,-1.758261258,0.06460282,No,0.12920564,0.810930216,0.173788265,No,Yes,"Land use (site), season ",No,No,Interested in effects of land use and season on productivity ,Converted sd to SE,
Matlock 1999b,Yes,Science Direct ,Peacheater,Oklahoma,Eastern Temperate Forests,Map,"36.12'45""",36.2125,36,-94,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,6,14,,0.0049,NaNO3,0.0026,Na2HPO4,Randomized Block,1995,Fall,September,NA,,6.6,,,C,Cfa,,0.3,,,,,Pasture  ,Forest,,,,,,,,,,,,,,2.8,0.163299316,0.4,6,5.5,0.734846923,1.8,6,-3.586740286,0.002477934,Yes,0.004955868,0.675128675,0.0212526,3.5,0.244948974,0.6,6,-2.377781772,0.019379464,Yes,0.038758927,0.223143551,0.00829932,5.5,2.245365598,5.5,6,-1.199309239,0.129026451,No,0.258052902,0.675128675,0.170068027,No,Yes,"Land use (site), season ",No,No,Interested in effects of land use and season on productivity ,Converted sd to SE,
Matlock 1999b,Yes,Science Direct ,Tyner,Oklahoma,Eastern Temperate Forests,Map,"36.1'45""",36.029167,36,-94,NA,90% Acetone,NA,Plastic bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,6,14,,0.0049,NaNO3,0.0026,Na2HPO4,Randomized Block,1995,Spring,April,NA,,6.4,,,C,Cfa,,0.3,,,,,Pasture  ,Forest,,Closed,,,,,,,,,,,,2.1,0.571547607,1.4,6,3.1,0.694022094,1.7,6,-1.112255997,0.146025798,No,0.292051596,0.389464767,0.124195475,2,0.326598632,0.8,6,0.151910905,0.441139152,No,0.882278305,-0.048790164,0.100740741,2.8,0.491934955,1.1,5,-0.928258969,0.188748236,No,0.377496473,0.287682072,0.104941421,No,Yes,"Land use (site), season ",No,No,Interested in effects of land use and season on productivity ,Converted sd to SE,
Mosisch 1999,Yes,Web of Science 1st Searches,Mary River,Australia ,NA,,26.49',26.816667,,,Spectrophotometer,90% Acetone,,PVC jars,Mesh ,Mesh,Vial,PVC,Parallel,5,49,2,0.15,NaNO3,0.15,NaH2PO4,Randomized block,1996,Fall,June,1,Small,0.15,"Cobbles, Gravel, Boulders",Mixed,C,Cfa,520,0.08,,1.74,,,Pasture,,50,,,5.9,44.5,,35,43,,,1,11,,8.6,0.7,1.565247584,5,24.8,6,13.41640786,5,-2.681810477,0.013923881,Yes,0.027847761,1.05908145,0.065157981,6.8,1.7,3.801315562,5,0.979070928,0.178110292,No,0.356220584,-0.234839591,0.069125203,20.9,6.1,13.64001466,5,-2.003246702,0.040056121,Yes,0.080112242,0.887986956,0.091810982,No,No,Shade Level w/in stream ,Yes,No,Effects of shade on NDS,,
Mosisch 1999,Yes,Web of Science 1st Searches,No shade,Australia ,NA,,26.49',26.816667,,,Spectrophotometer,90% Acetone,,PVC jars,Mesh ,Mesh,Vial,PVC,Parallel,5,49,2,0.15,NaNO3,0.15,NaH2PO4,Randomized block,1996,Fall,June,1,Small,0.15,"Cobbles, Gravel, Boulders",Mixed,C,Cfa,520,0.08,,1.74,,,Pasture,,0,,,5.9,44.5,,35,43,,,1,11,,8.9,1.5,3.354101966,5,21,2.9,6.484597135,5,-3.706011546,0.002995297,Yes,0.005990593,0.858471161,0.047475799,4.2,0.4,0.894427191,5,3.027536144,0.00818533,No,0.016370661,-0.750966751,0.037475799,19.2,5.5,12.29837388,5,-1.806739519,0.054215004,No,0.108430008,0.768859002,0.110463881,No,No,Shade Level w/in stream ,Yes,No,Effects of shade on NDS,Also collected replicates after 4 weeks,
Mosisch 1999,Yes,Web of Science 1st Searches,Mary River,Australia ,NA,,26.49',26.816667,,,Spectrophotometer,90% Acetone,,PVC jars,Mesh ,Mesh,Vial,PVC,Parallel,5,49,2,0.15,NaNO3,0.15,NaH2PO4,Randomized block,1996,Fall,June,1,Small,0.15,"Cobbles, Gravel, Boulders",Mixed,C,Cfa,520,0.08,,1.74,,,Pasture,,90,,,5.9,44.5,,35,43,,,1,11,,11.8,3.8,8.497058314,5,14.8,2.6,5.813776741,5,-0.651558364,0.266476339,No,0.532952679,0.226527649,0.134567775,5.4,0.6,1.341640786,5,1.663600784,0.067381047,No,0.134762095,-0.781700578,0.116051511,10.4,2,4.472135955,5,0.326022503,0.37638601,No,0.752772021,-0.126293725,0.14068808,No,No,Shade Level w/in stream ,Yes,No,Effects of shade on NDS,,
Nelson 2013,Yes,Web of Science 1st Searches,BC,California,Mediterranean California,Map City Names,34.5354,34.5354,,,Spectrophotometer,90% Ethanol,,PVC Tubes,Agar,Agar,Vial,PVC,Parallel,2,42,2,0.0001,NaNO3,0.00000625,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,284,,0.065,,,,,,83,,,,,,,,,,,,,22.365,20.005,28.29134232,2,,,,,,,,,,,,,,,,,,,,,0.1185,0.0715,0.10111627,2,1.112039885,0.190939389,No,0.381878777,-5.240339555,1.164152882,No,No,Concentration,Yes,No,Effect of ecoregion; nutrient concentration on NDS and ecosystem processes,Filtered out streams that were repeated in Cardinale et al. 2010,
Nelson 2013,Yes,Web of Science 1st Searches,BC,California,Mediterranean California,Map City Names,34.5354,34.5354,,,Spectrophotometer,90% Ethanol,,PVC Tubes,Agar,Agar,Vial,PVC,Parallel,2,42,2,0.000001,NaNO3,6.25E-08,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,284,,0.065,,,,,,83,,,,,,,,,,,,,22.365,20.005,28.29134232,2,,,,,,,,,,,,,,,,,,,,,5.63,4.03,5.699280656,2,0.820066395,0.249181573,No,0.498363145,-1.379387795,1.312472192,No,No,Concentration,Yes,No,Effect of ecoregion; nutrient concentration on NDS and ecosystem processes,Filtered out streams that were repeated in Cardinale et al. 2009,
Nelson 2013,Yes,Web of Science 1st Searches,SY,California,Mediterranean California,Map City Names,34.58812,34.58812,,,Spectrophotometer,90% Ethanol,,PVC Tubes,Agar,Agar,Vial,PVC,Parallel,2,44,2,0.000001,NaNO3,6.25E-08,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,115,,0.11,,,,,,0,,,,,,,,,,,,,0.85,0.33,0.466690476,2,,,,,,,,,,,,,,,,,,,,,0.59,0.07,0.098994949,2,0.770729916,0.260731694,No,0.521463387,-0.365113813,0.164803058,No,No,Concentration,Yes,No,Effect of ecoregion; nutrient concentration on NDS and ecosystem processes,Filtered out streams that were repeated in Cardinale et al. 2014,
Nelson 2013,Yes,Web of Science 1st Searches,SY,California,Mediterranean California,Map City Names,34.58812,34.58812,,,Spectrophotometer,90% Ethanol,,PVC Tubes,Agar,Agar,Vial,PVC,Parallel,2,44,2,1,NaNO3,0.00625,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,115,,0.11,,,,,,0,,,,,,,,,,,,,0.85,0.33,0.466690476,2,,,,,,,,,,,,,,,,,,,,,1.725,1.155,1.633416665,2,-0.728427233,0.27104829,No,0.54209658,0.70774598,0.599044224,No,No,Concentration,Yes,No,Effect of ecoregion; nutrient concentration on NDS and ecosystem processes,Filtered out streams that were repeated in Cardinale et al. 2016,
Nelson 2013,Yes,Web of Science 1st Searches,SY,California,Mediterranean California,Map City Names,34.58812,34.58812,,,Spectrophotometer,90% Ethanol,,PVC Tubes,Agar,Agar,Vial,PVC,Parallel,2,44,2,0.0001,NaNO3,0.00000625,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,115,,0.11,,,,,,0,,,,,,,,,,,,,0.85,0.33,0.466690476,2,,,,,,,,,,,,,,,,,,,,,0.565,0.235,0.332340187,2,0.70348929,0.277309768,No,0.554619535,-0.408410618,0.323723746,No,No,Concentration,Yes,No,Effect of ecoregion; nutrient concentration on NDS and ecosystem processes,Filtered out streams that were repeated in Cardinale et al. 2015,
Nelson 2013,Yes,Web of Science 1st Searches,BC,California,Mediterranean California,Map City Names,34.5354,34.5354,,,Spectrophotometer,90% Ethanol,,PVC Tubes,Agar,Agar,Vial,PVC,Parallel,2,42,2,1,NaNO3,0.00625,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,284,,0.065,,,,,,83,,,,,,,,,,,,,22.365,20.005,28.29134232,2,,,,,,,,,,,,,,,,,,,,,9.97,9.45,13.36431816,2,0.560233485,0.315850569,No,0.631701138,-0.807916653,1.698498213,No,No,Concentration,Yes,No,Effect of ecoregion; nutrient concentration on NDS and ecosystem processes,Filtered out streams that were repeated in Cardinale et al. 2012,
Nelson 2013,Yes,Web of Science 1st Searches,HI,California,Mediterranean California,Map City Names,34.58672,34.58672,,,Spectrophotometer,90% Ethanol,,PVC Tubes,Agar,Agar,Vial,PVC,Parallel,2,44,2,0.0001,NaNO3,0.00000625,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,166,,0.22,,,,,,3,,,,,,,,,,,,,1.7215,1.1085,1.567655734,2,,,,,,,,,,,,,,,,,,,,,3.6285,3.2515,4.598315398,2,-0.555125065,0.317304637,No,0.634609274,0.745623336,1.21762255,No,No,Concentration,Yes,No,Effect of ecoregion; nutrient concentration on NDS and ecosystem processes,Filtered out streams that were repeated in Cardinale et al. 2013,
Nelson 2013,Yes,Web of Science 1st Searches,BC,California,Mediterranean California,Map City Names,34.5354,34.5354,,,Spectrophotometer,90% Ethanol,,PVC Tubes,Agar,Agar,Vial,PVC,Parallel,2,42,2,0.01,NaNO3,0.0000625,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,284,,0.065,,,,,,83,,,,,,,,,,,,,22.365,20.005,28.29134232,2,,,,,,,,,,,,,,,,,,,,,24.345,17.695,25.02450899,2,-0.07413531,0.47382515,No,0.9476503,0.084829253,1.328392029,No,No,Concentration,Yes,No,Effect of ecoregion; nutrient concentration on NDS and ecosystem processes,Filtered out streams that were repeated in Cardinale et al. 2011,
