Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Francoeur 1999b,Yes,Web of Science 1st Searches,Rough,South Island New Zealand,NA,,,,-42,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,4.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,10.7,,,,0.8,21,,,0.8,,64.4,0.24,0.07,0.156524758,5,0.18,0.06,0.134164079,5,-0.287682072,0.196180556,0.21,0.05,0.111803399,5,-0.133531393,0.141758787,0.31,0.08,0.178885438,5,0.255933374,0.151666739,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Rough,South Island New Zealand,NA,,,,-42,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,4.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,2.3,,,,1.5,28.9,,,0.8,,89.6,0.46,0.03,0.067082039,5,0.57,0.04,0.089442719,5,0.214409871,0.0091779,0.51,0.11,0.245967478,5,0.103184236,0.050773877,0.57,0.11,0.245967478,5,0.214409871,0.041495537,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Sam's,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,7,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,9.9,,,,4.1,13,,,2.1,,18.4,0.56,0.08,0.178885438,5,1.12,0.04,0.089442719,5,0.693147181,0.021683673,0.59,0.09,0.201246118,5,0.052185753,0.043677339,1.28,0.13,0.290688837,5,0.826678573,0.030723105,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Timber,South Island New Zealand,NA,,,,-45,170,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,13.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,2.6,,,,1.6,16,,,1.5,,25.8,0.73,0.14,0.313049517,5,1.52,0.15,0.335410197,5,0.73342108,0.046518457,0.75,0.11,0.245967478,5,0.027028672,0.058290995,0.83,0.14,0.313049517,5,0.128381167,0.065231038,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Victoria,South Island New Zealand,NA,,,,-42,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,8.5,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,2.9,,,,2.3,10.9,,,1.1,,27.6,0.94,0.09,0.201246118,5,0.85,0.11,0.245967478,5,-0.100643526,0.025914449,0.83,0.08,0.178885438,5,-0.124454174,0.018457217,1.3,0.15,0.335410197,5,0.324239668,0.022480653,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Bowyers,South Island New Zealand,NA,,,,-44,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,23.2,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,2.7,,,,3.3,12.9,,,2.7,,48.2,1.67,0.17,0.380131556,5,2.42,0.57,1.274558747,5,0.370943914,0.065840276,1.67,0.2,0.447213595,5,0,0.024705081,1.88,0.18,0.402492236,5,0.11844815,0.019529552,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Bowyers,South Island New Zealand,NA,,,,-44,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,23.2,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,8,,,,3.2,10.9,,,2.7,,11.6,2.62,0.28,0.626099034,5,3.78,0.15,0.335410197,5,0.366549692,0.01299595,2.37,0.28,0.626099034,5,-0.100284363,0.025379123,2.58,0.23,0.514295635,5,-0.015384919,0.019368485,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Sam's,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,7,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,1.49,0.25,0.559016994,5,2.6,0.45,1.00623059,5,0.556735325,0.058107506,1.56,0.2,0.447213595,5,0.045909701,0.04458844,1.43,0.23,0.514295635,5,-0.041101676,0.054021121,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,N. Kowai,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,37.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,3.5,,,,1.7,21.8,,,1.9,,27.3,2.21,0.2,0.447213595,5,2.38,0.35,0.782623792,5,0.074107972,0.029816138,1.11,0.26,0.581377674,5,-0.6886325,0.063055517,1.67,0.24,0.536656315,5,-0.280168889,0.028843145,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Slatey,South Island New Zealand,NA,,,,-42,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,18.1,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,9.2,,,,2.7,25.2,,,1.6,,38.5,1.38,0.04,0.089442719,5,1.77,0.19,0.424852916,5,0.248896047,0.01236303,0.73,0.05,0.111803399,5,-0.636794244,0.005531471,1.47,0.26,0.581377674,5,0.063178902,0.032123421,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Kyeburn  ,South Island New Zealand,NA,,,,-44,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,9.4,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,1.1,,,,2.7,6.7,,,3,,7,3.62,0.09,0.201246118,5,5.76,0.65,1.453444185,5,0.464463449,0.013352609,4.56,0.04,0.089442719,5,0.230848598,0.00069506,6.13,0.26,0.581377674,5,0.526720724,0.002417091,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,N. Kowai,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,37.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,6.8,,,,2.3,4.7,,,1.3,,11.8,2.4,0.2,0.447213595,5,8.47,1.32,2.95160973,5,1.261061771,0.031231845,3.6,0.47,1.050951949,5,0.405465108,0.023989198,6.67,0.26,0.581377674,5,1.022151123,0.008463925,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Camp,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,6.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,1.43,0.05,0.111803399,5,2.07,0.06,0.134164079,5,0.369874163,0.002062713,1.65,0.2,0.447213595,5,0.143100844,0.015914932,3.33,0.28,0.626099034,5,0.84529786,0.008292687,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Victoria,South Island New Zealand,NA,,,,-42,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,8.5,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,8.8,,,,2.8,12.1,,,1.1,,30,0.99,0.04,0.089442719,5,1.29,0.09,0.201246118,5,0.264692554,0.006499982,0.67,0.11,0.245967478,5,-0.390427231,0.028587265,1.43,0.29,0.648459713,5,0.36772478,0.042759192,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Timber,South Island New Zealand,NA,,,,-45,170,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,13.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,8.5,,,,2.6,13.8,,,1.3,,27.8,2.16,0.27,0.603738354,5,3.49,0.44,0.98386991,5,0.479793515,0.031519779,2.25,0.53,1.185116028,5,0.040821995,0.07111142,6.49,0.3,0.670820393,5,1.100154309,0.017761747,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,West Kowai,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,19.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,3.1,,,,2.4,90,,,1.9,,108.7,2.85,0.31,0.693181073,5,2.86,0.09,0.201246118,5,0.003502631,0.012821601,2.08,0.04,0.089442719,5,-0.314951101,0.012201155,2.98,0.37,0.827345152,5,0.044604306,0.027247305,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Camp,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,6.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,6.2,,,,0.9,37.7,,,2,,43.8,3.82,1.38,3.085773809,5,4.56,0.68,1.520526225,5,0.177072201,0.152743903,3.35,0.38,0.849705831,5,-0.131290077,0.143373299,3.47,0.46,1.02859127,5,-0.096095829,0.148079728,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Victoria,South Island New Zealand,NA,,,,-42,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,8.5,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,16.9,,,,1.4,2.2,,,1.7,,4.6,1.76,0.3,0.670820393,5,3.19,0.33,0.737902433,5,0.594707108,0.039756298,1.38,0.08,0.178885438,5,-0.24323031,0.032415391,3.09,0.5,1.118033989,5,0.562857282,0.055237972,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Woolshed,South Island New Zealand,NA,,,,-44,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,29.3,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,4.2,,,,1.2,254.2,,,4,,143.1,3.69,0.65,1.453444185,5,3.61,0.62,1.386362146,5,-0.021918686,0.06052584,2.72,0.23,0.514295635,5,-0.304994578,0.038179638,2.78,0.52,1.162755348,5,-0.28317553,0.06601728,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Kyeburn  ,South Island New Zealand,NA,,,,-45,170,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,9.4,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,9.6,,,,2.5,4.1,,,3.1,,4.7,1.5,0.07,0.156524758,5,3.8,1.37,3.063413129,5,0.929535959,0.132157002,1.81,0.2,0.447213595,5,0.187861737,0.014387417,3.75,0.53,1.185116028,5,0.916290732,0.022152889,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Camp,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,6.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,1.54,0.28,0.626099034,5,2.8,0.33,0.737902433,5,0.597837001,0.046948157,2.19,0.3,0.670820393,5,0.352119127,0.051823098,2.84,0.56,1.252198067,5,0.612021636,0.071939026,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Bowyers,South Island New Zealand,NA,,,,-44,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,23.2,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,9,,,,1.1,23.9,,,3.7,,42.1,6.09,0.33,0.737902433,5,5.08,0.25,0.559016994,5,-0.18133682,0.005358132,4.31,0.08,0.178885438,5,-0.345710178,0.003280781,10.57,0.66,1.475804865,5,0.551371718,0.006835114,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,West Kowai,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,19.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,8.1,,,,1.7,12.2,,,1.5,,21.2,13.95,0.34,0.760263112,5,20.67,1.51,3.376462646,5,0.393203865,0.005930733,19.83,2.02,4.516857315,5,0.351716434,0.010970685,23.19,0.68,1.520526225,5,0.508241643,0.001453869,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Rough,South Island New Zealand,NA,,,,-42,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,4.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,9.8,,,,1.5,10.1,,,2.2,,11.9,4.72,0.46,1.02859127,5,6.25,0.45,1.00623059,5,0.280772664,0.014681989,4.29,0.32,0.715541753,5,-0.095522067,0.015061967,5.37,0.81,1.811215062,5,0.129019109,0.032250088,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Woolshed,South Island New Zealand,NA,,,,-44,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,29.3,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,11.5,,,,2,125.3,,,5,,56.9,13.69,1.67,3.734233522,5,13.6,0.79,1.766493702,5,-0.006595847,0.018255035,11.62,0.58,1.296919427,5,-0.163937888,0.017372194,13.33,0.89,1.9901005,5,-0.026648505,0.019338583,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Granity,South Island New Zealand,NA,,,,-42,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,7.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,4.4,,,,11.1,188.3,,,1.1,,420.3,1.82,0.26,0.581377674,5,1.99,0.19,0.424852916,5,0.089298138,0.029524095,2.48,0.41,0.916787871,5,0.309422059,0.047739719,4.56,1.03,2.303150017,5,0.918486122,0.07142867,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,N. Kowai,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,37.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,10,,,,0.7,5.4,,,0.9,,15.6,10.93,0.76,1.699411663,5,7.88,0.51,1.140394669,5,-0.327183398,0.009023676,5.51,0.42,0.939148551,5,-0.684946679,0.01064515,9.75,1.1,2.459674775,5,-0.114244017,0.017563361,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Victoria,South Island New Zealand,NA,,,,-42,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,8.5,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,12.1,,,,2.5,2.7,,,1.6,,7.1,4.54,0.41,0.916787871,5,5.98,0.33,0.737902433,5,0.275493556,0.01120087,6.85,0.75,1.677050983,5,0.41132164,0.020143454,11.46,1.34,2.99633109,5,0.925935699,0.021827863,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,N. Kowai,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,37.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,11.7,,,,0.2,10.9,,,1,,25.8,1.76,0.15,0.335410197,5,2.06,0.2,0.447213595,5,0.157392174,0.016689647,3.07,0.5,1.118033989,5,0.556363753,0.033789168,6.49,1.41,3.152855848,5,1.304948722,0.054464431,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,West Kowai,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,19.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,18.9,,,,2.9,10.7,,,0.9,,35.4,2.82,0.38,0.849705831,5,4.12,0.5,1.118033989,5,0.379116278,0.032886101,9.07,1.01,2.258428657,5,1.168235379,0.030558226,17.94,1.76,3.93547964,5,1.850295972,0.027782591,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Timber,South Island New Zealand,NA,,,,-45,170,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,13.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,,,,,,,,,,,,3.75,0.38,0.849705831,5,8.51,0.91,2.03482186,5,0.819486103,0.021703115,10.35,1.28,2.862167011,5,1.01523068,0.025563084,11.47,2.27,5.075874309,5,1.117979091,0.049435857,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Woolshed,South Island New Zealand,NA,,,,-44,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,29.3,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,8.5,,,,1.5,99.8,,,1.6,,144.6,20.48,4.7,10.50951949,5,24.61,2.91,6.506957815,5,0.183704064,0.066648453,20.46,1.57,3.510626725,5,-0.00097704,0.058554939,28.42,2.91,6.506957815,5,0.327644322,0.063150925,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Kyeburn  ,South Island New Zealand,NA,,,,-45,170,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,9.4,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,10.6,,,,1.1,3.2,,,1.4,,6.7,4.97,0.27,0.603738354,5,23.45,1.65,3.689512163,5,1.551450655,0.007902187,12.69,0.55,1.229837388,5,0.937394442,0.00482977,35.31,3.31,7.401385006,5,1.96074637,0.011738713,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Granity,South Island New Zealand,NA,,,,-42,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,7.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,21,,,,3.6,249.2,,,1.4,,399.8,10.71,0.3,0.670820393,5,27.43,4.22,9.436206865,5,0.94045942,0.024453267,9.56,0.29,0.648459713,5,-0.113590157,0.001704823,43.41,3.31,7.401385006,5,1.399511945,0.006598646,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,West Kowai,South Island New Zealand,NA,,,,-43,172,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,19.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,7.5,,,,3,22.6,,,1.1,,51.4,8.23,0.45,1.00623059,5,9.73,1.12,2.504396135,5,0.167427882,0.016239516,10.56,0.9,2.01246118,5,0.249287264,0.010253372,27.3,3.59,8.027484039,5,1.199100688,0.020282416,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Granity,South Island New Zealand,NA,,,,-42,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,7.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,17.1,,,,6.4,212.1,,,1.9,,261.5,8.64,2.15,4.807546152,5,9.68,0.66,1.475804865,5,0.113659318,0.066571396,9.73,0.66,1.475804865,5,0.118811313,0.066523741,17.88,4.46,9.97286318,5,0.727280187,0.124143307,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Bowyers,South Island New Zealand,NA,,,,-44,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,23.2,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,9.2,,,,0.9,10.8,,,1.8,,34,4.86,0.89,1.9901005,5,10.51,0.6,1.341640786,5,0.771288747,0.036794803,19.63,2.41,5.388923826,5,1.39602057,0.048608492,41.02,4.51,10.08466658,5,2.133021315,0.045623911,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Slatey,South Island New Zealand,NA,,,,-42,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,18.1,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,13.4,,,,1.8,9.9,,,0.8,,32.2,17.44,1.02,2.280789337,5,23.59,3.79,8.474697635,5,0.302056475,0.029232693,27.69,1.03,2.303150017,5,0.462304919,0.004804297,78.46,6.16,13.77417874,5,1.503822522,0.009584671,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Kyeburn  ,South Island New Zealand,NA,,,,-45,170,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,9.4,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,,,,,,,,,,,,12.94,0.91,2.03482186,5,21.85,3.16,7.065974809,5,0.523877632,0.025861192,9.06,1.8,4.024922359,5,-0.356454169,0.044417499,68.93,7.22,16.1444108,5,1.672768208,0.015916839,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
